id,facility_code,mappings,registration_number,facility_name,common_name,physical_address,postal_address,village,ta,contact_person_fullname,contact_person_phone,contact_person_email,district,district_code,facility_type,datum,langitude,latitude,catchment_area,catchment_population,operational_status,ownership,regulatory_status,Other inpatient beds,Motor Vehicle Ambulances,Motor cycles,Bicycles,Motor Bike Ambulances,Vehicles/Cars,Other,Delivery beds,Maternity beds,Total overningt beds,20 watts generators,30 watts generators,40 watts generator,50 watts generator,Laptop,Desktop,Staff houses,Public tap/stand pipe,Generator,Piped into health facility,Piped into facility ground,Tube well/borehole,Tanker truck,No electricity,Solar panels,Wired for electricity,Connected to ESCOM Grid,Near ESCOM Grid,Rainwater harvesting,National Grid,Protected dug well,protected spring,Unprotected dug well,unprotected spring,surface water(Dam/Lake/River/Pond,Other,Incinerator,Placenta pit,Rubbish pit,Toilet,Pit latrine,Staff training in waste management last 2 years,Chamber industrial,Chamber drum,Flat ground,Protected ground,Pit no protection,Protected ground or pit,Covered container,Other protected environment,Other,Non sharp chamber industrial,Non sharp chamber drum,Non sharp flat ground,Non sharp pit protected ground,Non sharp covered pit,Non sharp open pit,Non sharp protected_ground,Non sharp covered container,Non sharp other protected environment,Non sharp other,Airtel,TNM,Access,MTL,Other,GWAN,Skyband,Globe
37,LL040037,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/mFfOvxjq4y2.json"", ""code"": ""mFfOvxjq4y2"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1502"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1502"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""710"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/119,Area 25 Health centre,Area 25,AREA 25,C/O LLDHO BOX 1274 LL,Kuunika,Chitukula,MADALITSO KAMVAUNAMWALI,992265076,madakamva@hotmail.com,Lilongwe,LL,Health Centre,WGS 84,33.77,-13.89,urban,222076,Functional,Government,Registered,,,,1,,,,,,,,,,,,2,2,TRUE,TRUE,,TRUE,,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
38,LL040038,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/LAO8ozAkDKO.json"", ""code"": ""LAO8ozAkDKO"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4048"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4048"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""680"", ""system"": ""DHAMIS""}]",0,Area 30 Police Clinic,Area 30 clinic,AREA 30,P/BAG 305 LL3,Kuunika,Chitukula,PATRICK TELEKA,1796333,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.78,-13.93,urban,0,Functional,Other,Registered,,,1,,,1,,,,,,,,,,1,1,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,
39,LL040039,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/jXwJTKL2NOh.json"", ""code"": ""jXwJTKL2NOh"", ""system"": ""DHIS2""}]",MCM/C/335,Area 36 Living Waters Clinic,Area 36 Living Waters,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Dispensary,,,,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LA180040,[],,ARMY,Army,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mkumpha,John Bands,111234567,johnbanda@kuunika.org,Likoma,LA,Dispensary,WGS 84,34.73,-12.08,urban,0,Non-functional,Other,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
41,BT240041,[],MCM/PA/78,Arthur Garden,Chitekwe,Namiyango Township,Blantyre DHO,Kuunika,,Blantyre DHO,111234567,blantyredho@gmail.com,Blantyre,BT,Health Centre,,35.09,-15.84,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
42,SA090042,[],,Asante Private Clinic,Asante Private Clinic,Salima Boma,"p.o. box 1234, Kuunika",Kuunika,Kalonga,Jona Phiri,992720312,johnbanda@kuunika.org,Salima,SA,Clinic,WGS 84,34.44,-13.77,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,
43,NS080043,[],NT43,Asimec Clinic,Asimec,Mount meru filling station,"P.O.Box 44, NTCHISI",Kuunika,,"MWAKISULU , J",992021469,dhons@gmail.com,Ntchisi,NS,Clinic,WGS 84,33.92,-13.36,urban,56000,Functional,Private,Registered,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
44,KB050044,[],MCM/PA/423,Asitevita,Chakunyanja,Nkhatabay Boma,Nkhatabay,Kuunika,,Vincent Mahwayo,999343040,johnbanda@kuunika.org,Nkhata Bay,KB,Clinic,,34.30,-11.61,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
45,MH200045,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/e1iVoquOKVT.json"", ""code"": ""e1iVoquOKVT"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2561"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2561"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""811"", ""system"": ""DHAMIS""}]",MCM/C/37,Assalam Clinic,As-slam clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,chimwala,Dr. Makawi,999148533,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,35.19,-14.55,urban,0,Functional,Other,Registered (Pending Certification),,,,,,,,,,,,,,,,2,2,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,TRUE,TRUE
46,KA150046,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/WZ18joAt6xW.json"", ""code"": ""WZ18joAt6xW"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0216"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0216"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1199"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/66,Atupele Community Hospital,Atupele,Kasantha Parish,"PO Box 319, Karonga",Kuunika,kilupula,Sister Tereza Custom,998260343,theresacustom@gmail.com,Karonga,KA,Hospital,WGS 84,33.84,-9.74,Rural,26408,Functional,Christian Health Association of Malawi (CHAM),Registered,89,,1,,,,,2,7,87,,,,,,4,4,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
47,MH200047,[],PMPB/DL/544,Atupele Pvt Clinic,Atupele Pvt Clinic,Makawa T/C,Makawa T/C Mangochi,Kuunika,,Mr Selemani Abdul,888738366,SelemaniAbdul@yahoo.com,Mangochi,MH,Dispensary,,34.84,-14.23,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,BT240048,[],MCM/C/99,Auction Holdings,Auction Holdings Clinic,"Auction Holdings, Limbe.","Action Holdings, Limbe.",Kuunika,Machinjiri,"Auction Holdings, Limbe.",111234567,blantyredho@gmail.com,Blantyre,BT,Clinic,WGS 84,35.06,-15.81,urban,0,Functional,Private,Registered,,,1,,,1,,,,,,,,,,1,1,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
49,MZ160049,[],MCM/C/182,Auction Holdings Clinic,Auction,Near Mzuzu auction holdings limited,"p.o. box 1234, Kuunika",Kuunika,Ntwalo,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Clinic,WGS 84,34.02,-11.46,urban,1500,Non-functional,Private,Registered,,,1,,,1,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
50,LL040050,[],MCM/C/098,Auction Holdings Clinic,Auction Holdings Clinic,KANENGO,P.O.BOX 40035 KANENGO LL4,Kuunika,chitukula,LENARD CHAKWAWA,995394236,lchakwawa@ahlmw.com,Lilongwe,LL,Clinic,WGS 84,33.80,-13.89,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,
51,BT240051,[],2993,Ayali Private Clinic,Ayali Private Clinic,"Lunzu Township, Blantyre.","Ayali Private Clinic, Blantyre.",Kuunika,Kapeni,Blantyre DHO,111234567,blantyredho@gmail.com,Blantyre,BT,Clinic,WGS 84,35.02,-15.66,urban,0,Functional,Private,Registered (Pending Certification),,,1,,,1,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
52,BLK170052,[],MCM/C/063,Balaka Blm Clinic,Balaka Banja La Mtsogolo clinic,Banja La Mtsogolo (BLM),"p.o. box 138, Balaka",Kuunika,nsamala,J Jasoni,111234567,jasonij@yahoo.com,Balaka,BLK,Clinic,WGS 84,34.96,-14.99,urban,0,Functional,Non-Government,Registered,,,,,,,,,,,,,,,,2,2,,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
53,BLK170053,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/R96XZz9y9Ji.json"", ""code"": ""R96XZz9y9Ji"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BLK3601"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BLK3601"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""5"", ""system"": ""DHAMIS""}]",0,Balaka District Hospital,Balaka District Hospital,Balaka District Hospital,"p.o. box 138, Balaka",Kuunika,nsamala,Dr. Nthambose Simango,881504751,nthamsimango@gnail.com,Balaka,BLK,District Hospital,WGS 84,34.95,-14.98,urban,55000,Functional,Government,Registered,200,,1,1,,1,,6,39,194,,,,,,24,24,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,
54,BLK170054,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/aMWj5wusSxW.json"", ""code"": ""aMWj5wusSxW"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BLK3614"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BLK3614"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""662"", ""system"": ""DHAMIS""}]",1234,Balaka Dream Clinic,Dream Clinic,Balaka Dream Clinic,"p.o. box 138, Balaka",Kuunika,nsamala,Antony Thole,888222223,athole2006@gmail.com,Balaka,BLK,Clinic,WGS 84,34.95,-15.00,urban,0,Functional,Christian Health Association of Malawi (CHAM),Registered,,,1,1,,1,,,,,,,,,,10,10,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
55,BLK170055,[],1234,Balaka Private Clinic,Balaka Private Clinic,Balaka Private Clinic Balaka Town,"p.o. box 138, Balaka",Kuunika,nsamala,Peter Chimphero,999090986,mntakaira@yahoo.com,Balaka,BLK,Clinic,WGS 84,34.96,-14.98,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
56,MH200056,[],1234,Bamusi Post,Bamusi Post,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Health Post,,,,urban,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,LL040057,[],,"Banda, Boniface An. N., Maziko",Maziko,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.82,-14.01,urban,0,Non-functional,Mission/Faith-based (other than CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,BT240058,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/xidxjaQqU54.json"", ""code"": ""xidxjaQqU54"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2924"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2924"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1360"", ""system"": ""DHAMIS""}]",0,Bangwe BLM,Bangwe BLM,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Clinic,,,,urban,0,Functional,Non-Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,BT240059,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Z4phqEA2Pcr.json"", ""code"": ""Z4phqEA2Pcr"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2924"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2924"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""6"", ""system"": ""DHAMIS""}]",0,Bangwe Health Centre,Bangwe,Bangwe  Namatapa close to Bangwe Youth Centre,"P/ Bag 66, Blantyre",Kuunika,,Dr. Chiweta,888183136,mchiweta@gmail.com,Blantyre,BT,Health Centre,,35.09,-16.09,Urban,224403,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,
60,KB050060,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/QsSrtfLO11f.json"", ""code"": ""QsSrtfLO11f"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0322"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0322"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""503"", ""system"": ""DHAMIS""}]",MCM/C/086,Banja La Mstogolo (BLM) Nkhata,BLM,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mkumbira,BLM,111234567,johnbanda@kuunika.org,Nkhata Bay,KB,Clinic,WGS 84,34.30,-11.61,urban,0,Closed,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,BT240061,[],0,Banja Care Clinic,Banja Care Clinic,Chilomoni Nthukwa Market near the church,P.o. box  360 Blantryre,Kuunika,Mabuka,B Masakasa,884010179,bmasakasa@gmail.com,Blantyre,BT,Clinic,WGS 84,35.49,-16.01,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,2,2,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
62,CP060062,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/CbwhI6UruPB.json"", ""code"": ""CbwhI6UruPB"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4042"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4042"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1300"", ""system"": ""DHAMIS""}]",MCM/C/224,Banja La Mtsogolo Clinic,Banja la Mtsogolo,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mwaulambya,John Bands,111234567,johnbanda@kuunika.org,Chitipa,CP,Clinic,WGS 84,33.27,-9.70,urban,0,Functional,Non-Government,Registered,,,,1,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
63,BT240063,[],,Banzi,Banzi,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Health Centre,,,,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,SA090064,[],MCM/00/00,Baptist Medical Clinic,Baptist health centre,OPP0SITE PARA,P. O BOX 422 SALIMA,Kuunika,Maganga,CHAFUWA,881514799,bapmed@yahoo.com,Salima,SA,Health Centre,WGS 84,34.60,-13.74,RURAL,17987,Functional,Christian Health Association of Malawi (CHAM),Registered,,,,,,,,,,,,,,,,9,9,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,,
65,NU120065,[],,Bayani,Bayani,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Ntcheu,NU,Health Post,,,,urban,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,LL040066,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/yl49po4W4F7.json"", ""code"": ""yl49po4W4F7"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4077"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4077"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1075"", ""system"": ""DHAMIS""}]",MCM/C/183,Baylor Childrens Centre Of Excellence In Malawi,Baylor,Lilongwe Central Hospital,"p/bag B397, Lilongwe",Kuunika,Tsabango,Samuel Makuti,999552462,smakuti@baylor-malawi.org,Lilongwe,LL,Clinic,WGS 84,33.79,-13.98,urban,0,Functional,Non-Government,Registered,,,1,1,,1,,,,,,,,,,75,75,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE
67,DZ030067,[],MCM/PA/747,BB Medical Private Clinic,BB Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kasumbu,John Bands,111234567,johnbanda@kuunika.org,Dedza,DZ,Clinic,WGS 84,34.33,-14.39,urban,0,Non-functional,Mission/Faith-based (other than CHAM),Registered,,,1,,,1,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
68,BT240068,[],0,Beit Cure International,Beit Cure,Next to Kachere Map clinic,"P.O Box 31236, Chichiri",Kuunika,Kapeni,Madalo Macias,888368468,Madalo.macias@cureinternational.org,Blantyre,BT,Hospital,WGS 84,35.02,-15.80,Urban,0,Functional,Non-Government,Registered,58,,1,,,1,,,58,58,,,,,,23,23,,TRUE,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,TRUE
69,CK270069,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/FO0kNPmm5E9.json"", ""code"": ""FO0kNPmm5E9"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CK3322"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CK3322"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""579"", ""system"": ""DHAMIS""}]",2,Beleu Health Centre,Beleu,Bereu,P. O. Box 32 Chikwawa,Kuunika,Maseya,Stewart Yusufu,881147069,stuatys.yusufu@gmail.com,Chikwawa,CK,Dispensary,WGS 84,34.85,-16.15,Rural,23587,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,1,1,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
70,CK270070,[],,Bello,Bello,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mulilima,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Dispensary,,34.87,-16.26,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
71,BT240071,[],0   0 0,Belton Kapyepye Memorial Clini,Belton Kapyepye Memorial Clini,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Somba,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Clinic,WGS 84,34.99,-15.81,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,
72,DZ030072,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/spQpsut9f1B.json"", ""code"": ""spQpsut9f1B"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1701"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1701"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""821"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/71,Bembeke Health Centre,Bembeke,"STjosephy TTC, Bembeke, T/A Kamenyagwaza","P.O. Box 339, Dedza",Kuunika,kamenyagwaza,Sister Felister Makwale,995787217,johnbanda@kuunika.org,Dedza,DZ,Health Centre,WGS 84,34.42,-14.36,Rural,29989,Functional,Christian Health Association of Malawi (CHAM),Registered,40,,1,,,1,,2,12,26,,,,,,2,2,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
73,KK100073,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/n6UZ8o9yo6L.json"", ""code"": ""n6UZ8o9yo6L"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KK1101"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KK1101"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""822"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/58,Benga Health Centre,Chipatala cha boma,Benga,"C/O Box 50, Nkhotakota",Kuunika,Mwazama,Ella Gondwe,995969868,nkk.districthealthoffice@gmail.com,Nkhotakota,KK,Health Centre,WGS 84,34.27,-13.37,Rural,7840,Functional,Government,Registered,,1,1,,1,,,,,,,,,,,1,1,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
74,BT240074,[],MCM/PA/127,Bernald Kachale Pvt Clinic,Kachale,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Machinjiri,Benard Kachale,111234567,johnbanda@kuunika.org,Blantyre,BT,Clinic,WGS 84,35.07,-15.78,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
75,TO310075,[],,Bethesda,Bethesda,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Nanseta,John Bands,111234567,johnbanda@kuunika.org,Thyolo,TO,Clinic,WGS 84,35.31,-16.01,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
76,KK100076,[],MCM/PA/742,Bethsaida,Bethsaida,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mphonde,John Bands,111234567,johnbanda@kuunika.org,Nkhotakota,KK,Clinic,WGS 84,34.25,-12.85,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,
